order_id,product_id,add_to_cart_order,reordered,product_name,aisle_id,department_id
40,10070,1,1,Organic 1% Low Fat Milk,84,16
40,42450,2,1,Macaroni & Cheese,38,1
40,33198,3,1,Sparkling Natural Mineral Water,115,7
40,34866,4,1,Chocolate Milk 1% Milkfat,84,16
178,49235,1,1,Organic Half & Half,53,16
178,6369,2,0,Chunky Peanut Butter,88,13
214,5499,1,0,Organic Cream Of Chicken Condensed Soup,69,15
214,8424,2,0,Broccoli Crown,83,4
214,37053,3,0,Just Mayo,72,13
214,24852,4,1,Banana,24,4
214,21329,5,0,Organic Hearty Split Pea & Uncured Ham Soup,69,15
214,25093,6,1,Colby Jack Cheese,21,16
214,25043,7,0,Instant Oatmeal Variety Pack,130,14
214,25890,8,1,Boneless Skinless Chicken Breasts,49,12
214,40545,9,0,Berry Medley,116,1
280,29672,1,1,Lactose Free Low Fat Vanilla Yogurt,120,16
280,432,2,1,Vanilla Almond Breeze Almond Milk,91,16
280,23102,3,1,Organic 1% Milk,84,16
280,44765,4,1,Colby Cheese Sticks,21,16
280,19057,5,1,Organic Large Extra Fancy Fuji Apple,24,4
280,30233,6,1,Organic Large Brown Grade AA Cage Free Eggs,86,16
280,47766,7,1,Organic Avocado,24,4
280,22035,8,1,Organic Whole String Cheese,21,16
280,21137,9,1,Organic Strawberries,24,4
280,17708,10,1,Organic Corn Tortillas,128,3
280,25936,11,1,EnviroKidz Gluten Free & Wheat Free Gorilla Munch Corn Puff Cereal,121,14
280,36792,12,1,Gluten Free Omega Flax & Fiber Bread,112,3
280,2732,13,1,Gluten Free Pretzel Sticks,107,19
280,21607,14,1,Gluten Free Vanilla Granola,57,14
280,38293,15,1,Ground Turkey Breast,35,12
280,8518,16,1,Organic Red Onion,83,4
280,13176,17,1,Bag of Organic Bananas,24,4
280,31238,18,1,Blue Corn Tortilla Chips,107,19
280,45002,19,1,Organic Balsamic Vinegar Of Modena,19,13
280,17284,20,1,Organic Sugar Snap Peas,83,4
280,9521,21,1,Organic Whole O's Gluten Free Cereal,121,14
280,6046,22,1,Boneless Skinless Chicken Breast,35,12
280,7358,23,1,Verde Salsa,30,6
280,13829,24,1,Mild Salsa,51,13
280,44359,25,1,Organic Small Bunch Celery,83,4
280,31717,26,1,Organic Cilantro,16,4
280,21387,27,0,Non-Fat Vanilla Yogurt,120,16
280,17600,28,0,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",120,16
280,10126,29,1,All Natural Gluten Free Teff Wraps,128,3
377,19678,1,1,Organic Russet Potato,83,4
377,21405,2,1,"Organic Red Radish, Bunch",83,4
377,38383,3,1,Organic White Onions,83,4
377,38153,4,1,Original Pizza Crusts Frozen,79,1
377,28928,5,1,Uncured Black Forest Ham,96,20
377,18288,6,1,Sea Salt Potato Chips,107,19
377,26032,7,1,Dairy Free Mozarella Style Shreds,21,16
377,29228,8,1,Original Traditional Dijon Mustard,72,13
377,13805,9,1,Gluten Free Everything Baked Cracker,78,19
377,33000,10,1,Pure Irish Butter,36,16
377,14129,11,1,Organic Chicken Bone Broth,69,15
504,19894,1,0,Enlightened Organic Raw Kombucha,31,7
504,2237,2,0,Homemade Salted Butter,36,16
504,6628,3,0,Lemon Verbena Fabric Softener,75,17
504,49533,4,1,Cane Sugar,17,13
504,5025,5,0,Green Onions,83,4
504,15392,6,1,Organic Mayonnaise,72,13
504,19678,7,1,Organic Russet Potato,83,4
504,22935,8,1,Organic Yellow Onion,83,4
504,14540,9,1,Organic Beefsteak Tomato,83,4
504,17316,10,1,Vitamin D Organic Whole Milk,84,16
504,34358,11,1,Garlic,83,4
504,5077,12,1,100% Whole Wheat Bread,112,3
504,23130,13,1,Organic Sliced Bamboo Shoots,81,15
504,21560,14,1,Cut Hearts Of Palm,1,20
504,2994,15,1,"Sushi Nori, Pacific, Organic",66,6
504,35678,16,0,All Natural Organic Green Lentils,63,9
504,26242,17,0,Organic Black Lentils,63,9
504,3098,18,0,Lavender Dish Soap,74,17
504,12442,19,0,Basil Dish Soap,74,17
504,33290,20,0,Lemon Verbena Dish Soap,74,17
637,49621,1,1,Challah Bread,112,3
637,21137,2,1,Organic Strawberries,24,4
637,34949,3,1,Hand Picked Pomegranate Seeds/Arils,123,4
637,24841,4,0,Aged White Cheddar Baked Rice & Corn Puffs Gluten Free Lunch Packs,107,19
637,14633,5,0,Veggie Chips,107,19
637,7175,6,1,Organic Whipped Naturally Buttery Spread,91,16
708,23039,1,1,Fat Free Cream Cheese,108,16
708,5077,2,0,100% Whole Wheat Bread,112,3
708,47626,3,0,Large Lemon,24,4
708,16797,4,1,Strawberries,24,4
708,47766,5,0,Organic Avocado,24,4
708,28476,6,0,Organic Small Curd Cottage Cheese,108,16
708,15872,7,0,Celery Hearts,83,4
708,16398,8,0,Guava Goddess Organic Kambucha,31,7
814,46627,1,1,Sesame Blues Corn Tortilla Chips,107,19
814,6485,2,1,Jarro-Dophilus + FOS Probiotic Supplement,70,11
814,13176,3,1,Bag of Organic Bananas,24,4
814,27325,4,1,Alpine Spring Water,115,7
814,43772,5,1,Cherubs Heavenly Salad Tomatoes,83,4
814,15290,6,1,Orange Bell Pepper,83,4
835,39527,1,1,Chocolate Lowfat Milk,84,16
835,34915,2,1,Oikos Fat Free Vanilla Greek Yogurt,120,16
835,21333,3,0,Original Whipped Cream Cheese,108,16
835,34690,4,1,100% Juice Apple Juice,98,7
835,28427,5,0,Vitamin D Whole Milk,84,16
835,21376,6,1,Pretzel Crisps Original Deli Style Pretzel Crackers,107,19
835,33129,7,0,Classic Hummus,67,20
835,27663,8,1,GOLEAN Crunch! Cereal,121,14
835,42157,9,1,Plus Rich Chocolate Complete Nutritional Drink,65,11
835,7274,10,0,Cheese & Pepperoni Mini Bagels,129,1
835,22236,11,0,Cookies Traypack,61,19
835,4347,12,0,Extralean Ground Turkey Breast,49,12
835,8204,13,0,Traditional Favorites Tomato & Basil Pasta Sauce,9,9
835,25544,14,0,Fresh Cut Golden Sweet Whole Kernel Corn,81,15
835,22275,15,0,Sriracha Hot Chili Sauce,66,6
835,41787,16,0,Bartlett Pears,24,4
877,26620,1,1,Peach Pear Flavored Sparkling Water,115,7
877,30353,2,1,Curate Cherry Lime Sparkling Water,115,7
877,28342,3,1,Pineapple Strawberry Naturally Essenced Sparkling Water,115,7
877,25146,4,0,Original Orange Juice,31,7
877,24382,5,0,Ranch Dressing,89,13
877,27344,6,0,Uncured Genoa Salami,96,20
889,3896,1,1,Organic Honey Sweet Whole Wheat Bread,112,3
889,38689,2,1,Organic Reduced Fat Milk,84,16
889,13176,3,1,Bag of Organic Bananas,24,4
889,6000,4,1,Organic Baby Romaine,123,4
889,29126,5,1,Organic Strawberry Chia Lowfat 2% Cottage Cheese,108,16
889,1374,6,1,Organic Hass Avocado Bag,83,4
889,37646,7,1,Organic Gala Apples,24,4
889,43122,8,1,Organic Bartlett Pear,24,4
889,47105,9,0,Organic Pineapple Cottage Cheese,100,21
889,21009,10,1,"Crispy Wheat, Crackers",78,19
889,43713,11,1,Organic Creamy Peanut Butter,88,13
975,11352,1,0,Organic Mini Sandwich Crackers Peanut Butter,78,19
975,23938,2,0,Chocolate Sorbet,37,1
975,3479,3,0,Classic Whipped Cream,53,16
975,19272,4,1,Veganic Sprouted Brown Rice Cacao Crisps,121,14
975,39190,5,1,Vanilla Unsweetened Almond Milk,91,16
975,38944,6,0,Seven Grain Crispy Tenders,42,1
975,14881,7,0,Organic Yukon Select Fries,129,1
975,21463,8,1,Vanilla Bean Light Ice Cream,37,1
1052,27548,1,1,Original Semisoft Cheese,21,16
1052,22504,2,0,Organic Mountain Forest Amber Honey,29,13
1052,12384,3,0,Organic Lactose Free 1% Lowfat Milk,91,16
1052,22856,4,0,100% Goats Milk,84,16
1052,4920,5,1,Seedless Red Grapes,123,4
1052,39984,6,0,Organic Dill,16,4
1052,39619,7,0,Organic Tomato Basil Pasta Sauce,9,9
1052,44880,8,0,100% Organic Premium Whole Wheat Flour,17,13
1052,43920,9,0,Organic Powdered Sugar,17,13
1052,27573,10,0,Sweet Potato Littles,129,1
1052,34243,11,1,Organic Baby Broccoli,83,4
1103,2099,1,0,Natural Cane Turbinado Sugar,17,13
1103,13557,2,0,Decaffeinated Green Tea Bags,94,7
1103,35749,3,0,Ginger Tea,94,7
1103,33391,4,0,Chai Latte K-Cup Packs .4 oz Coffee,26,7
1103,34405,5,0,Original Fat Free Powder Coffee Creamer,53,16
1132,5077,1,0,100% Whole Wheat Bread,112,3
1132,1875,2,1,To Go Creamy Peanut Butter Cups,88,13
1132,2238,3,0,Vitamin C Super Orange Dietary Supplement,47,11
1425,22825,1,1,Organic D'Anjou Pears,24,4
1425,33731,2,1,Grated Parmesan,21,16
1425,21137,3,1,Organic Strawberries,24,4
1425,47209,4,1,Organic Hass Avocado,24,4
1425,4605,5,1,Yellow Onions,83,4
1425,44142,6,0,Red Onion,83,4
1425,45,7,1,European Cucumber,83,4
1425,2825,8,0,Organic Original Hommus,67,20
1425,21506,9,0,Organic Raisin Bran Cereal,121,14
1425,42736,10,1,Unsalted Butter,36,16
1425,7503,11,0,Whole Almonds,117,19
1425,2309,12,0,Organic Ground Flaxseed,47,11
1425,22713,13,0,Ground Chicken Breast,35,12
1425,28934,14,0,Frozen Broccoli Florets,116,1
1425,14678,15,0,Organic Frozen Peas,116,1
1425,7781,16,0,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,21,16
1425,10132,17,1,Organic American Cheese Singles,21,16
1425,31506,18,0,Extra Virgin Olive Oil,19,13
1425,20460,19,1,Organic Quick Cooking Rolled Oats,130,14
1425,33089,20,0,"Goji Berries, Sun-Dried",117,19
1425,7647,21,0,Turkey Meatballs,13,20
1425,37825,22,0,Organic Whole Wheat Fusilli,131,9
1425,40229,23,0,Organic Whole Wheat Penne Rigate,131,9
1425,24964,24,0,Organic Garlic,83,4
1425,30620,25,0,Roasted Garlic & Olive Oil Pearled Couscous,4,9
1425,38984,26,0,Kale & Spinach Superfood Puffs,92,18
1425,43421,27,0,"Little Yums Spinach, Apple, and Kale Teething Wafers",92,18
1425,39442,28,0,Hot Kid Toddler Mum-Mum Organic Rice Biscuit Strawberry,92,18
1458,16797,1,0,Strawberries,24,4
1458,43352,2,1,Raspberries,32,4
1458,9839,3,1,Organic Broccoli,83,4
1458,8803,4,0,Fully Husked & Trimmed Super Sweet Corn,32,4
1483,32818,1,1,Organic Pink Lemonade Bunny Fruit Snacks,50,19
1483,27582,2,1,Dark Chocolate Minis,45,19
1483,12302,3,1,"Sparkling Water, Natural Mango Essenced",115,7
1483,1831,4,1,Peach-Pear Sparkling Water,115,7
1483,19204,5,1,Organic Heritage Flakes Cereal,121,14
1483,10180,6,1,Popped Salted Caramel Granola Bars,3,19
1483,1545,7,1,"Healthy Grains Granola Bar, Vanilla Blueberry",3,19
1483,18352,8,1,Flax Plus Organic Pumpkin Flax Granola,57,14
1483,16464,9,1,Sweet & Salty Nut Almond Granola Bars,3,19
1483,5531,10,0,Cool Mint Chocolate Energy Bar,3,19
1483,7118,11,0,Chocolate Chip Energy Bars,3,19
1483,20985,12,1,Trail Mix Fruit & Nut Chewy Granola Bars,3,19
1509,49235,1,1,Organic Half & Half,53,16
1509,33565,2,1,Uncrustables Reduced Sugar Peanut Butter & Grape Soft Bread Sandwiches,38,1
1509,20114,3,1,Jalapeno Peppers,83,4
1509,46097,4,1,Instant Breakfast Essentials Rich Milk Chocolate Drink Packets,90,7
1509,41517,5,1,Sidekicks Chocolate Shake,92,18
1509,30591,6,1,Cinnamon Brown Sugar Breakfast Biscuits,48,14
1509,37634,7,1,Toilet Bowl Cleaner with Bleach Rain Clean,114,17
1509,48898,8,1,Bathroom Bleach Foamer,114,17
1509,5268,9,1,Bagel Bites Three Cheese Mini Bagel Pizzas,129,1
1509,27985,10,1,Smartwater Electrolyte Enhanced Water,115,7
1509,41120,11,1,Prime Fillet Solid White Albacore in Water,95,15
1509,46041,12,1,Beef Franks,106,12
1509,4137,13,1,Whole Grain Oat Cereal,121,14
1509,41290,14,1,Lemonade,31,7
1509,36956,15,1,Stringless Sugar Snap Peas,123,4
1509,48205,16,1,Spinach,123,4
1509,32734,17,1,Spaghetti,131,9
1509,24852,18,1,Banana,24,4
1509,41714,19,1,Smooth & Balanced Pike Place Medium Roast Ground Coffee,26,7
1509,40708,20,1,Fennel,83,4
1509,35921,21,1,Organic Large Grade A Brown Eggs,86,16
1509,32700,22,1,Original Whipped Cream,53,16
1509,14218,23,1,Grade A Large Eggs Cage Free Omega 3,86,16
1509,33122,24,1,Peanut Butter Dark Chocolate Protein Chewy Bars,3,19
1509,39877,25,1,Organic Granny Smith Apple,24,4
1509,14897,26,1,Sweet Potato Yam,83,4
1509,34909,27,1,Platinum Erasing Dish Foam Fresh Rapids Scent,74,17
1509,16797,28,1,Strawberries,24,4
1509,27845,29,1,Organic Whole Milk,84,16
1509,20126,30,1,Salt,104,13
1509,16707,31,1,Butt Paste Original Diaper Rash Ointment,6,2
1509,635,32,1,Little Bites Snickerdoodle Muffins,61,19
1509,26863,33,1,Original Frosted Mini Wheats Little Bites,121,14
1509,15363,34,0,Mini Round Containers + Lids,85,17
1509,20955,35,1,Cereal,121,14
1509,38544,36,1,Organic Whole Milk Strawberry Beet Berry Yogurt Pouch,120,16
1509,6532,37,1,Organic YoKids Very Berry Smoothies,120,16
1509,32689,38,1,Romaine Hearts,123,4
1509,40174,39,0,2% Reduced Fat Organic Milk,84,16
1509,24677,40,1,"Swaddlers Diapers Jumbo Pack, Size 4",56,18
1509,14211,41,1,Baby Food Stage 2 Pumpkin Banana,92,18
1509,34134,42,1,Spinach Peas & Pear Stage 2 Baby Food,92,18
1509,47888,43,1,Apple and Carrot Stage 2 Baby Food,92,18
1509,4753,44,1,Organic Apple Raisin & Quinoa Stage 2 Baby Food,92,18
1509,49044,45,1,"Organic Pears, Peas and Broccoli Puree Stage 1",92,18
1509,19627,46,1,Butternut Squash Pear Stage 2 Baby Food,92,18
1509,30192,47,1,Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food,92,18
1509,37003,48,1,"Organic Apples, Carrots and Parsnips Puree",92,18
1509,23527,49,1,Baby Food Stage 2 Sweet Potato Mango & Millet,92,18
1509,11440,50,1,Chicken Breast Tenders Breaded,129,1
1509,16900,51,1,Original Whole Grain Chips,107,19
1509,34565,52,1,Peanut Butter Whole Grain Clusters,57,14
1520,9175,1,1,Diet Coke Caffeine Free Soda,77,7
1520,26767,2,1,No Calorie Sweetener Packets,17,13
1520,45154,3,1,Pure & Smooth Green Tea,94,7
1520,42450,4,1,Macaroni & Cheese,38,1
1520,36107,5,1,smartwater® Electrolyte Enhanced Water,115,7
1563,15406,1,0,Enchilada Wrap,13,20
1662,26604,1,1,Organic Blackberries,24,4
1662,22720,2,1,Meatles  Soy Gluten-Free Grounds,42,1
1662,9463,3,1,Meatless & Soy Free Frozen Chik'n Tenders,42,1
1662,17794,4,1,Carrots,83,4
1662,7026,5,1,"Sparkling Mineral Water, Natural Lemon Flavor",115,7
1662,33754,6,1,Total 2% with Strawberry Lowfat Greek Strained Yogurt,120,16
1662,21137,7,1,Organic Strawberries,24,4
1662,37646,8,1,Organic Gala Apples,24,4
1662,47209,9,1,Organic Hass Avocado,24,4
1662,10070,10,1,Organic 1% Low Fat Milk,84,16
1662,48162,11,1,Probiotic Dairy Culture Strawberry,70,11
1662,49519,12,0,Raspberry Essence Water,115,7
1662,27104,13,1,Fresh Cauliflower,83,4
1662,4952,14,0,Unsweet Peach Water,115,7
1662,2855,15,1,Organic Good Seed Bread,112,3
1662,13176,16,1,Bag of Organic Bananas,24,4
1662,36550,17,1,Organic Extra Large Grade AA Brown Eggs,86,16
1662,49075,18,0,Organic Brown Rice,38,1
1662,28411,19,0,California Extra Virgin Olive Oil,19,13
1662,27966,20,1,Organic Raspberries,123,4
1662,47042,21,0,Organic Red On the Vine Tomato,83,4
1662,40706,22,1,Organic Grape Tomatoes,123,4
1770,26456,1,1,Italian Pizza Crust Original 12oz,128,3
1770,24852,2,1,Banana,24,4
1770,40621,3,1,Broccoli & Cauliflower,116,1
1770,12218,4,1,Classic Wheat Bread,112,3
1770,45588,5,1,Pizzeria Style Classic Crust Pepperoni Pizza,79,1
1770,13375,6,1,Vitaminwater Zero Focus Kiwi-Strawberry,37,1
1770,23037,7,1,Singles Pepperoni French Bread Pizzas,79,1
1770,12782,8,1,Bun Length Beef Franks,106,12
1770,17122,9,1,Honeycrisp Apples,24,4
1770,30661,10,1,Lower Sugar Maple & Brown Sugar Instant Oatmeal,130,14
1770,6799,11,1,Revive Zero Vitamin Water,64,7
1770,27966,12,1,Organic Raspberries,123,4
1770,43457,13,1,Gentle Cleansing Bars,127,11
1770,22750,14,1,Finely Shredded Mild Cheddar Cheese,21,16
1770,5819,15,1,Baby Carrots,123,4
1770,34203,16,0,Natural Applesauce Snack & Go Pouches,99,15
1770,46041,17,0,Beef Franks,106,12
1843,30639,1,0,Organic Orange Juice,98,7
1843,41149,2,0,Organic Riced Cauliflower,100,21
1843,20995,3,0,Organic Broccoli Florets,116,1
1843,11574,4,0,Light & Lean Black Bean and Cheese Enchilada,38,1
1843,40380,5,0,Light and Lean Meatless Swedish Meatballs With Broccoli And Pasta,38,1
1843,26914,6,0,Bean & Cheese Burrito,38,1
1843,162,7,0,Organic Mini Homestyle Waffles,52,1
1843,48679,8,0,Organic Garnet Sweet Potato (Yam),83,4
1843,30825,9,0,Organic Maple Agave Pancake Syrup,29,13
1843,28985,10,0,Michigan Organic Kale,83,4
1843,37687,11,0,Organic Spring Mix,123,4
1843,22908,12,0,Sesame Street Organic Homestyle Mini Pancakes,52,1
1843,18288,13,0,Sea Salt Potato Chips,107,19
1843,34592,14,0,Organic Allspice,104,13
1843,18656,15,0,Organic Red Potato,83,4
1843,8518,16,0,Organic Red Onion,83,4
1843,36145,17,0,"Mashed Potatoes, Organic, Home Style",4,9
1944,39092,1,0,Smart Sandwich,85,17
1944,14218,2,0,Grade A Large Eggs Cage Free Omega 3,86,16
2013,32080,1,0,Refill Infant Milk-Based with Iron 16.6 oz Pouches Infant Formula Powder,92,18
2013,44864,2,0,Baby 1st Foods Carrots,92,18
2013,19488,3,0,Select-A-Size White Paper Towels,54,17
2013,24852,4,0,Banana,24,4
2013,7901,5,0,"Ice Pops Sugar Free, Orange, Cherry, Grape",37,1
2013,22025,6,0,YoBaby Blueberry Apple Yogurt,120,16
2013,40708,7,0,Fennel,83,4
2013,39993,8,0,Vine Ripe Tomatoes,83,4
2013,41549,9,0,Burrata Mozzarela Cheese,21,16
2013,12276,10,0,Chocolate Chip Cookie Dough Ice Cream,37,1
2013,5490,11,0,Creamy Mushroom Chicken Pot Pie,38,1
2013,13966,12,0,Chicken Pot Pie,38,1
2013,21472,13,0,Original Pepperoni Pizza,79,1
2127,32773,1,0,VEGET TOMATO BASIL,50,19
2127,18727,2,0,Smoked Apple Sage Sausages,106,12
2127,5618,3,1,Cauliflower,83,4
2127,283,4,1,Organic Whole Wheat Elbows,131,9
2127,30305,5,1,Fancy Eggplant,83,4
2127,47734,6,1,Organic Green Cabbage,83,4
2127,14704,7,1,Organic Bagged Valencia Oranges,24,4
2127,44570,8,1,Kale Greens,83,4
2127,34358,9,1,Garlic,83,4
2142,26209,1,0,Limes,24,4
