antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Garlic'}),0.10767996791658312,0.1126930018046922,0.03569280128333668,0.3314711359404097,2.9413639767523545,1.0,0.023558022464583977,1.3272530864369925,0.7396692336826158,0.19326818675352878,0.24656419320560977,0.32409855729404824,Organic Yellow Onion,Organic Garlic
frozenset({'Organic Garlic'}),frozenset({'Organic Yellow Onion'}),0.1126930018046922,0.10767996791658312,0.03569280128333668,0.3167259786476868,2.941363976752354,1.0,0.023558022464583977,1.3059475469554174,0.7438481559068114,0.19326818675352878,0.234272461913711,0.32409855729404824,Organic Garlic,Organic Yellow Onion
"frozenset({'Bag of Organic Bananas', 'Organic Raspberries'})",frozenset({'Organic Hass Avocado'}),0.07940645678764788,0.17204732303990375,0.034289151794666135,0.4318181818181819,2.509880271243908,1.0,0.020627483472267526,1.4571967114497695,0.653463870960346,0.15789473684210528,0.31375085316717677,0.31555944055944063,"Bag of Organic Bananas, Organic Raspberries",Organic Hass Avocado
frozenset({'Organic Lemon'}),frozenset({'Organic Hass Avocado'}),0.0858231401644275,0.17204732303990375,0.035492279927812315,0.41355140186915895,2.4037072740343772,1.0,0.02072663840764412,1.4118077519478933,0.6387997665262604,0.15960324616771868,0.29168826377367296,0.30992255408143266,Organic Lemon,Organic Hass Avocado
"frozenset({'Organic Hass Avocado', 'Organic Raspberries'})",frozenset({'Bag of Organic Bananas'}),0.05193503108081011,0.27992781231201125,0.034289151794666135,0.6602316602316602,2.358578287661382,1.0,0.019751092161858653,2.119303370581694,0.6075699330107559,0.11522911051212939,0.5281468364175131,0.391362248453939,"Organic Hass Avocado, Organic Raspberries",Bag of Organic Bananas
frozenset({'Organic Cilantro'}),frozenset({'Limes'}),0.09524764387407259,0.15901343493082012,0.03569280128333668,0.3747368421052632,2.3566363576027083,1.0,0.02054714626185291,1.3450121831914497,0.6362695732727708,0.16330275229357802,0.25651231081996845,0.2996004513174488,Organic Cilantro,Limes
"frozenset({'Organic Baby Spinach', 'Bag of Organic Bananas'})",frozenset({'Organic Hass Avocado'}),0.07720072187687989,0.17204732303990375,0.03047924603970323,0.3948051948051948,2.2947476765658585,1.0,0.01719706850403791,1.3680763117151804,0.6114246666209201,0.13932172318973418,0.2690466230306386,0.285980685980686,"Bag of Organic Bananas, Organic Baby Spinach",Organic Hass Avocado
"frozenset({'Organic Hass Avocado', 'Bag of Organic Bananas'})",frozenset({'Organic Raspberries'}),0.09364347302987769,0.16242229797473431,0.034289151794666135,0.36616702355460384,2.2544135141565547,1.0,0.019079363714818345,1.3214486042087807,0.6139147647880764,0.15461121157323687,0.24325471545769914,0.2886390673328575,"Bag of Organic Bananas, Organic Hass Avocado",Organic Raspberries
"frozenset({'Organic Strawberries', 'Bag of Organic Bananas'})",frozenset({'Organic Hass Avocado'}),0.10948466011630238,0.17204732303990375,0.04231000601564067,0.38644688644688646,2.2461662269354576,1.0,0.023473463328697125,1.3494392884185449,0.6230066453159968,0.1768650461022632,0.25895147074609415,0.3161838161838162,"Bag of Organic Bananas, Organic Strawberries",Organic Hass Avocado
"frozenset({'Organic Hass Avocado', 'Organic Baby Spinach'})",frozenset({'Bag of Organic Bananas'}),0.048927210747944656,0.27992781231201125,0.03047924603970323,0.6229508196721312,2.225398092911832,1.0,0.016783158972502356,1.9097566716942311,0.5789695617918927,0.10215053763440861,0.4763730820676464,0.36591667058105126,"Organic Baby Spinach, Organic Hass Avocado",Bag of Organic Bananas
frozenset({'Limes'}),frozenset({'Large Lemon'}),0.15901343493082012,0.17565670743934228,0.060156406657309,0.37831021437578816,2.1536906838950407,1.0,0.032224630238741045,1.325972070995135,0.6369670958512161,0.2191380569758948,0.24583630238191573,0.36038798390022286,Limes,Large Lemon
frozenset({'Large Lemon'}),frozenset({'Limes'}),0.17565670743934228,0.15901343493082012,0.060156406657309,0.3424657534246575,2.1536906838950407,1.0,0.032224630238741045,1.2790004010427112,0.6498272926295307,0.2191380569758948,0.21813941638740272,0.36038798390022286,Large Lemon,Limes
"frozenset({'Organic Hass Avocado', 'Organic Strawberries'})",frozenset({'Bag of Organic Bananas'}),0.07038299578905154,0.27992781231201125,0.04231000601564067,0.6011396011396012,2.1474807957615982,1.0,0.02260784798044597,1.805323841989172,0.5747938041046988,0.13736979166666666,0.4460827599229159,0.3761428664723794,"Organic Hass Avocado, Organic Strawberries",Bag of Organic Bananas
"frozenset({'Organic Strawberries', 'Bag of Organic Bananas'})",frozenset({'Organic Raspberries'}),0.10948466011630238,0.16242229797473431,0.036895929416482856,0.336996336996337,2.074815719260164,1.0,0.01911317932741028,1.263307804712141,0.5817187668268995,0.1569965870307167,0.2084272761792513,0.2820784154117488,"Bag of Organic Bananas, Organic Strawberries",Organic Raspberries
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Hass Avocado'}),0.27992781231201125,0.17204732303990375,0.09364347302987769,0.3345272206303725,1.9443907334308481,1.0,0.04548264227717954,1.2441570904588743,0.6745158160688421,0.2613318410744264,0.19624297633414087,0.43940813245970844,Bag of Organic Bananas,Organic Hass Avocado
frozenset({'Organic Hass Avocado'}),frozenset({'Bag of Organic Bananas'}),0.17204732303990375,0.27992781231201125,0.09364347302987769,0.5442890442890443,1.9443907334308481,1.0,0.04548264227717954,1.5801072558473004,0.5866278264720785,0.2613318410744264,0.3671315688859549,0.43940813245970844,Organic Hass Avocado,Bag of Organic Bananas
frozenset({'Organic Red Onion'}),frozenset({'Limes'}),0.0984559855624624,0.15901343493082012,0.0300782033286545,0.30549898167006106,1.9212149074257183,1.0,0.014422378874868119,1.210922004249171,0.5318609134045077,0.13227513227513227,0.17418298082703731,0.24732704442897757,Organic Red Onion,Limes
frozenset({'Organic Avocado'}),frozenset({'Large Lemon'}),0.14457589733306597,0.17565670743934228,0.0481251253258472,0.33287101248266293,1.8950088347614613,1.0,0.022729399225232445,1.235658033131464,0.552121425222691,0.17686072218128226,0.1907146045368621,0.30342180761119447,Organic Avocado,Large Lemon
frozenset({'Organic Raspberries'}),frozenset({'Organic Hass Avocado'}),0.16242229797473431,0.17204732303990375,0.05193503108081011,0.3197530864197531,1.8585182307404529,1.0,0.023990709512267488,1.2171355142244609,0.5515153307827476,0.18381831085876507,0.17839879921901397,0.31080894414227744,Organic Raspberries,Organic Hass Avocado
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Raspberries'}),0.17204732303990375,0.16242229797473431,0.05193503108081011,0.30186480186480186,1.8585182307404529,1.0,0.023990709512267488,1.1997356733517162,0.557926746592283,0.18381831085876507,0.16648306605213475,0.31080894414227744,Organic Hass Avocado,Organic Raspberries
frozenset({'Organic Zucchini'}),frozenset({'Organic Baby Spinach'}),0.120312813314618,0.1838780830158412,0.04110687788249449,0.3416666666666667,1.8581152308251545,1.0,0.018983988407959757,1.2396788612417602,0.524982348068295,0.15625,0.19333947583947586,0.2826108687749909,Organic Zucchini,Organic Baby Spinach
"frozenset({'Organic Strawberries', 'Organic Raspberries'})",frozenset({'Bag of Organic Bananas'}),0.07098455985562463,0.27992781231201125,0.036895929416482856,0.519774011299435,1.8568144658669643,1.0,0.017025376868166835,1.4994444378914589,0.4967013579331637,0.11749680715197955,0.33308632535513294,0.3257895844462791,"Organic Raspberries, Organic Strawberries",Bag of Organic Bananas
frozenset({'Organic Lemon'}),frozenset({'Bag of Organic Bananas'}),0.0858231401644275,0.27992781231201125,0.04371365550431121,0.5093457943925234,1.8195612296816002,1.0,0.01968937163233591,1.4675756968117104,0.49270220614129523,0.13574097135740973,0.31860414275564297,0.3327531264226227,Organic Lemon,Bag of Organic Bananas
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Hass Avocado'}),0.10767996791658312,0.17204732303990375,0.03368758772809304,0.3128491620111732,1.8183901759320753,1.0,0.015161537503022196,1.204906741267132,0.5043739967897272,0.136919315403423,0.17006024968508615,0.2543266789076845,Organic Yellow Onion,Organic Hass Avocado
"frozenset({'Bag of Organic Bananas', 'Organic Raspberries'})",frozenset({'Organic Strawberries'}),0.07940645678764788,0.25586524964908763,0.036895929416482856,0.4646464646464647,1.8159811278933538,1.0,0.016578576526761844,1.3899875525422705,0.4880910666426753,0.12365591397849461,0.28056909706060884,0.3044235458028562,"Bag of Organic Bananas, Organic Raspberries",Organic Strawberries
frozenset({'Organic Cucumber'}),frozenset({'Organic Hass Avocado'}),0.1307399238018849,0.17204732303990375,0.04030479246039703,0.30828220858895705,1.7918454245141362,1.0,0.01781133855584174,1.1969515418580547,0.5083819656045034,0.15355233002291827,0.16454429019935307,0.27127397142734566,Organic Cucumber,Organic Hass Avocado
"frozenset({'Organic Baby Spinach', 'Organic Strawberries'})",frozenset({'Bag of Organic Bananas'}),0.06998195307800281,0.27992781231201125,0.03469019450571486,0.495702005730659,1.7708208471194815,1.0,0.01510029947926771,1.4278704176312955,0.46804482697594874,0.11005089058524173,0.2996563360007787,0.30981375358166185,"Organic Baby Spinach, Organic Strawberries",Bag of Organic Bananas
"frozenset({'Organic Hass Avocado', 'Bag of Organic Bananas'})",frozenset({'Organic Baby Spinach'}),0.09364347302987769,0.1838780830158412,0.03047924603970323,0.3254817987152034,1.7700956708753754,1.0,0.013260263732023693,1.209933127719372,0.4800084420121098,0.12337662337662338,0.17350804181639295,0.24561985246556245,"Bag of Organic Bananas, Organic Hass Avocado",Organic Baby Spinach
"frozenset({'Organic Hass Avocado', 'Bag of Organic Bananas'})",frozenset({'Organic Strawberries'}),0.09364347302987769,0.25586524964908763,0.04231000601564067,0.45182012847965736,1.7658518657743347,1.0,0.018349895410843406,1.3574645641167034,0.47851046428721206,0.1377284595300261,0.2633325197327004,0.30859031502352774,"Bag of Organic Bananas, Organic Hass Avocado",Organic Strawberries
"frozenset({'Organic Baby Spinach', 'Bag of Organic Bananas'})",frozenset({'Organic Strawberries'}),0.07720072187687989,0.25586524964908763,0.03469019450571486,0.44935064935064933,1.7562003826894108,1.0,0.014937212529597205,1.351376787193874,0.46661165163173585,0.11626344086021506,0.2600139284051976,0.29246529332736226,"Bag of Organic Bananas, Organic Baby Spinach",Organic Strawberries
frozenset({'Organic Red Onion'}),frozenset({'Organic Baby Spinach'}),0.0984559855624624,0.1838780830158412,0.03168237417284941,0.32179226069246436,1.7500305387931514,1.0,0.013578476286188485,1.2033509346523183,0.4753859971169872,0.1264,0.16898722458803925,0.24704662107687558,Organic Red Onion,Organic Baby Spinach
frozenset({'Organic Grape Tomatoes'}),frozenset({'Organic Baby Spinach'}),0.09544816522959695,0.1838780830158412,0.03067976739522759,0.3214285714285714,1.7480526561769745,1.0,0.013128941745430035,1.2027059829240234,0.47309047020862577,0.12338709677419353,0.1685415935415935,0.24413849509269353,Organic Grape Tomatoes,Organic Baby Spinach
frozenset({'Organic Raspberries'}),frozenset({'Bag of Organic Bananas'}),0.16242229797473431,0.27992781231201125,0.07940645678764788,0.4888888888888888,1.7464820120980575,1.0,0.03393993824489089,1.4088368889547604,0.5103053518183993,0.21878453038674034,0.2901946223583649,0.38627825533269655,Organic Raspberries,Bag of Organic Bananas
frozenset({'Organic Blueberries'}),frozenset({'Organic Strawberries'}),0.10487266893924203,0.25586524964908763,0.046320433126127936,0.4416826003824092,1.7262312916199645,1.0,0.019487161506622653,1.3328166932655041,0.4699927462024236,0.14732142857142858,0.2497092773126043,0.31135854157051496,Organic Blueberries,Organic Strawberries
frozenset({'Organic Kiwi'}),frozenset({'Bag of Organic Bananas'}),0.06316422699017446,0.27992781231201125,0.03047924603970323,0.4825396825396825,1.7238004275253556,1.0,0.012797822161964397,1.3915505467589966,0.44819642213410227,0.09749839640795381,0.28137716425101544,0.2957111020148269,Organic Kiwi,Bag of Organic Bananas
"frozenset({'Organic Strawberries', 'Bag of Organic Bananas'})",frozenset({'Organic Baby Spinach'}),0.10948466011630238,0.1838780830158412,0.03469019450571486,0.3168498168498169,1.7231516211886988,1.0,0.014558365083888254,1.194644950866892,0.47126421820841796,0.13410852713178295,0.162931212931213,0.2527542432122585,"Bag of Organic Bananas, Organic Strawberries",Organic Baby Spinach
frozenset({'Organic Raspberries'}),frozenset({'Organic Strawberries'}),0.16242229797473431,0.25586524964908763,0.07098455985562463,0.43703703703703706,1.708075002902589,1.0,0.029426338035740733,1.321818306544384,0.49493391981107193,0.20438799076212474,0.2434663712486402,0.3572332520608383,Organic Raspberries,Organic Strawberries
frozenset({'Organic Cucumber'}),frozenset({'Organic Strawberries'}),0.1307399238018849,0.25586524964908763,0.05594545819129737,0.4279141104294478,1.6724198030655613,1.0,0.022493654948625395,1.300739563616072,0.4625359146399441,0.1691934505761067,0.2312065935628284,0.3232830740235013,Organic Cucumber,Organic Strawberries
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Baby Spinach'}),0.10767996791658312,0.1838780830158412,0.03288550230599559,0.3054003724394786,1.6608851225252779,1.0,0.013085516226287001,1.174953001127328,0.445929021649767,0.1271317829457364,0.14890212711441764,0.24212221457306538,Organic Yellow Onion,Organic Baby Spinach
frozenset({'Organic Cucumber'}),frozenset({'Organic Baby Spinach'}),0.1307399238018849,0.1838780830158412,0.03990374974934831,0.3052147239263804,1.6598754942430305,1.0,0.015863543187020566,1.1746390504937563,0.4573374368961301,0.14525547445255474,0.1486746506685157,0.2611133597821651,Organic Cucumber,Organic Baby Spinach
frozenset({'Organic Garlic'}),frozenset({'Organic Baby Spinach'}),0.1126930018046922,0.1838780830158412,0.034088630439141766,0.30249110320284694,1.645063393317991,1.0,0.013366857297994233,1.1700523401660645,0.44192223330009966,0.12987012987012986,0.14533737878933606,0.2439391175774322,Organic Garlic,Organic Baby Spinach
frozenset({'Organic Granny Smith Apple'}),frozenset({'Bag of Organic Bananas'}),0.0661720473230399,0.27992781231201125,0.030278724684178866,0.45757575757575764,1.6346205609099593,1.0,0.011755328240833429,1.3275073851231078,0.4157481367506297,0.09587301587301587,0.2467085221471187,0.2828709733437527,Organic Granny Smith Apple,Bag of Organic Bananas
frozenset({'Organic Whole String Cheese'}),frozenset({'Bag of Organic Bananas'}),0.06797673952275918,0.27992781231201125,0.030880288750751956,0.4542772861356932,1.6228372678787262,1.0,0.011851708768042549,1.319483630412044,0.4117872231039184,0.0974067046173308,0.2421277710829022,0.28229623619105576,Organic Whole String Cheese,Bag of Organic Bananas
frozenset({'Organic Large Extra Fancy Fuji Apple'}),frozenset({'Organic Strawberries'}),0.0788048927210748,0.25586524964908763,0.032684980950471225,0.41475826972010177,1.6210027359672001,1.0,0.012521547400823854,1.271499812556124,0.41587052730822544,0.10823373173970782,0.2135272139838716,0.2712506082142829,Organic Large Extra Fancy Fuji Apple,Organic Strawberries
frozenset({'Organic Large Extra Fancy Fuji Apple'}),frozenset({'Bag of Organic Bananas'}),0.0788048927210748,0.27992781231201125,0.03569280128333668,0.4529262086513995,1.618010746808402,1.0,0.01363312006444347,1.3162249756343234,0.41463217777951705,0.11049037864680322,0.2402514626968892,0.29021668598759087,Organic Large Extra Fancy Fuji Apple,Bag of Organic Bananas
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Strawberries'}),0.17204732303990375,0.25586524964908763,0.07038299578905154,0.4090909090909091,1.5988529495582788,1.0,0.026362064527989337,1.2593049621323134,0.452382874518985,0.1968592260235558,0.20591117317067198,0.3420846394984326,Organic Hass Avocado,Organic Strawberries
frozenset({'Organic Lemon'}),frozenset({'Organic Strawberries'}),0.0858231401644275,0.25586524964908763,0.035091237216763584,0.4088785046728972,1.5980228078399203,1.0,0.0131320780329237,1.2588524630442313,0.40935919531225523,0.1144538914323087,0.20562573505894324,0.27301292004804734,Organic Lemon,Organic Strawberries
frozenset({'Organic Yellow Onion'}),frozenset({'Bag of Organic Bananas'}),0.10767996791658312,0.27992781231201125,0.04792460397032284,0.4450651769087523,1.5899283934412232,1.0,0.01778198612160617,1.2975797476122481,0.41581589958158993,0.141086186540732,0.22933445760065377,0.3081343076520839,Organic Yellow Onion,Bag of Organic Bananas
frozenset({'Organic Cucumber'}),frozenset({'Bag of Organic Bananas'}),0.1307399238018849,0.27992781231201125,0.05815119310206537,0.4447852760736196,1.5889284898131382,1.0,0.02155345225036468,1.296925597714278,0.4263914409577218,0.1649601820250284,0.22894574541329463,0.3262608328792167,Organic Cucumber,Bag of Organic Bananas
frozenset({'Strawberries'}),frozenset({'Banana'}),0.1307399238018849,0.2975736915981552,0.060156406657309,0.4601226993865031,1.5462479122914359,1.0,0.021251644892320593,1.3010850939715988,0.4064067666282199,0.16339869281045752,0.23141076272922947,0.3311395168091545,Strawberries,Banana
frozenset({'Organic Garlic'}),frozenset({'Bag of Organic Bananas'}),0.1126930018046922,0.27992781231201125,0.048726689392420294,0.43238434163701067,1.5446280170084328,1.0,0.01718078393435927,1.2685911268985883,0.39737648508521073,0.14169096209912535,0.21172395203112562,0.30322655477266003,Organic Garlic,Bag of Organic Bananas
frozenset({'Organic Whole Milk'}),frozenset({'Organic Strawberries'}),0.0886304391417686,0.25586524964908763,0.03489071586123922,0.3936651583710407,1.5385643767996708,1.0,0.012213266423722328,1.227267013638445,0.38408507517418394,0.1126943005181347,0.18518139175326867,0.26501439736733856,Organic Whole Milk,Organic Strawberries
frozenset({'Organic Strawberries'}),frozenset({'Bag of Organic Bananas'}),0.25586524964908763,0.27992781231201125,0.10948466011630238,0.42789968652037613,1.5286072612300254,1.0,0.03786086053536668,1.25864672806832,0.4647138543662391,0.25682031984948256,0.205495888798974,0.4095085825152024,Organic Strawberries,Bag of Organic Bananas
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Strawberries'}),0.27992781231201125,0.25586524964908763,0.10948466011630238,0.3911174785100286,1.5286072612300254,1.0,0.03786086053536668,1.2221318958704397,0.480243139391009,0.25682031984948256,0.18175771094840004,0.4095085825152024,Bag of Organic Bananas,Organic Strawberries
frozenset({'Organic Grape Tomatoes'}),frozenset({'Organic Strawberries'}),0.09544816522959695,0.25586524964908763,0.03709645077200722,0.38865546218487396,1.5189849450752086,1.0,0.012674582146989029,1.2172101071032104,0.3777181304558826,0.11805998723675813,0.17844914845485485,0.26681989410184137,Organic Grape Tomatoes,Organic Strawberries
frozenset({'Organic Baby Carrots'}),frozenset({'Organic Strawberries'}),0.0820132344094646,0.25586524964908763,0.03168237417284941,0.3863080684596577,1.5098106092541637,1.0,0.010698037476142602,1.2125542346355505,0.36783239599404965,0.10347085789129011,0.17529462069747048,0.255066259935158,Organic Baby Carrots,Organic Strawberries
frozenset({'Organic Baby Spinach'}),frozenset({'Bag of Organic Bananas'}),0.1838780830158412,0.27992781231201125,0.07720072187687989,0.4198473282442748,1.499841422603294,1.0,0.025728132366129072,1.2411770603569279,0.40834934107661375,0.1996887966804979,0.19431317904600343,0.3478176469301603,Organic Baby Spinach,Bag of Organic Bananas
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Strawberries'}),0.1838780830158412,0.25586524964908763,0.06998195307800281,0.3805888767720829,1.487458251146064,1.0,0.02293394146215895,1.2013583909714554,0.40154812275156126,0.18926247288503256,0.16760892709845795,0.3270499242794584,Organic Baby Spinach,Organic Strawberries
frozenset({'Organic Small Bunch Celery'}),frozenset({'Bag of Organic Bananas'}),0.0759975937437337,0.27992781231201125,0.031481852817325046,0.41424802110817943,1.4798387401622426,1.0,0.010208012659664676,1.2293124285303951,0.35091975185774943,0.09703337453646477,0.18653714320982756,0.2633561022446341,Organic Small Bunch Celery,Bag of Organic Bananas
frozenset({'Yellow Onions'}),frozenset({'Banana'}),0.07720072187687989,0.2975736915981552,0.033888109083617404,0.43896103896103894,1.4751338957538418,1.0,0.010915205280671792,1.2520098552532881,0.34904170813307295,0.09941176470588234,0.20128424244895837,0.2764212202891448,Yellow Onions,Banana
frozenset({'Organic Avocado'}),frozenset({'Banana'}),0.14457589733306597,0.2975736915981552,0.06276318427912572,0.43411927877947293,1.4588631019361398,1.0,0.019741200793609394,1.2412974714650247,0.3676944830137695,0.1654334038054968,0.19439133407742834,0.3225178604139952,Organic Avocado,Banana
frozenset({'Organic Red Onion'}),frozenset({'Organic Strawberries'}),0.0984559855624624,0.25586524964908763,0.035091237216763584,0.3564154786150713,1.3929811848380567,1.0,0.009899771891377172,1.1562346912098036,0.3129245043213013,0.1099246231155779,0.1351236841426463,0.24678140701913437,Organic Red Onion,Organic Strawberries
frozenset({'Fresh Cauliflower'}),frozenset({'Bag of Organic Bananas'}),0.0782033286545017,0.27992781231201125,0.03047924603970323,0.38974358974358975,1.3923003453089413,1.0,0.008587959333931344,1.1799502235223345,0.30566845654488617,0.0930232558139535,0.15250662268206125,0.24931305561678055,Fresh Cauliflower,Bag of Organic Bananas
frozenset({'Organic Zucchini'}),frozenset({'Bag of Organic Bananas'}),0.120312813314618,0.27992781231201125,0.04672147583717666,0.38833333333333336,1.3872624164278893,1.0,0.013042573212912224,1.1772297346397638,0.3173353577826019,0.13216108905275098,0.1505481295832173,0.27761938872970393,Organic Zucchini,Bag of Organic Bananas
frozenset({'Large Lemon'}),frozenset({'Banana'}),0.17565670743934228,0.2975736915981552,0.07158612392219771,0.4075342465753425,1.3695237787542,1.0,0.01931530903549549,1.185598162158027,0.32731409274972445,0.17823265102346478,0.15654390170460547,0.32405014215559574,Large Lemon,Banana
frozenset({'Seedless Red Grapes'}),frozenset({'Banana'}),0.09163825947463405,0.2975736915981552,0.036895929416482856,0.40262582056892776,1.353028953623479,1.0,0.009626794252986376,1.1758564942844065,0.287239658316537,0.10472396129766647,0.14955608540600707,0.26330751944888436,Seedless Red Grapes,Banana
frozenset({'Organic Red Onion'}),frozenset({'Bag of Organic Bananas'}),0.0984559855624624,0.27992781231201125,0.03709645077200722,0.37678207739307534,1.3459972922344317,1.0,0.009535882124484151,1.1554099482183087,0.28512912378570726,0.10869565217391305,0.13450632691708903,0.25465178368221103,Organic Red Onion,Bag of Organic Bananas
frozenset({'Organic Garlic'}),frozenset({'Organic Strawberries'}),0.1126930018046922,0.25586524964908763,0.03870062161620213,0.34341637010676157,1.34217667533105,1.0,0.009866398575739475,1.1333434409138559,0.28732062878721354,0.11732522796352585,0.11765492797693881,0.2473351443010297,Organic Garlic,Organic Strawberries
frozenset({'Organic Whole Milk'}),frozenset({'Bag of Organic Bananas'}),0.0886304391417686,0.27992781231201125,0.03308602366151995,0.37330316742081443,1.3335694096902588,1.0,0.008275898728311814,1.1489960540003286,0.27445811247791435,0.09862522414823668,0.12967499190409398,0.2457490049138456,Organic Whole Milk,Bag of Organic Bananas
frozenset({'Organic Grape Tomatoes'}),frozenset({'Bag of Organic Bananas'}),0.09544816522959695,0.27992781231201125,0.035492279927812315,0.37184873949579833,1.3283736847174399,1.0,0.008773683845895861,1.1463356566537881,0.2732842630756957,0.10442477876106195,0.12765515562950325,0.24931978522067855,Organic Grape Tomatoes,Bag of Organic Bananas
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Strawberries'}),0.10767996791658312,0.25586524964908763,0.03629436534990976,0.3370577281191806,1.3173251490049793,1.0,0.008742803476727477,1.1224729239843818,0.2699546837171767,0.11090686274509802,0.10910991380499964,0.23945362894987243,Organic Yellow Onion,Organic Strawberries
frozenset({'Organic Cilantro'}),frozenset({'Bag of Organic Bananas'}),0.09524764387407259,0.27992781231201125,0.035091237216763584,0.3684210526315789,1.3161287890212636,1.0,0.008428772639220906,1.140114297172649,0.26548252279635254,0.10318396226415094,0.12289495668997048,0.24688960941034532,Organic Cilantro,Bag of Organic Bananas
frozenset({'Organic Cilantro'}),frozenset({'Organic Strawberries'}),0.09524764387407259,0.25586524964908763,0.03188289552837377,0.33473684210526317,1.3082544134631249,1.0,0.007512333350046797,1.1185569823312767,0.260427817922298,0.09987437185929647,0.10599100824008283,0.22967249628774128,Organic Cilantro,Organic Strawberries
frozenset({'Organic Blueberries'}),frozenset({'Bag of Organic Bananas'}),0.10487266893924203,0.27992781231201125,0.03749749348305594,0.3575525812619502,1.2773028099952333,1.0,0.008140716695572106,1.1208266492881491,0.24253565062388577,0.10796766743648958,0.10780137085863148,0.24575336799487196,Organic Blueberries,Bag of Organic Bananas
frozenset({'Organic Avocado'}),frozenset({'Organic Strawberries'}),0.14457589733306597,0.25586524964908763,0.045919390415079205,0.3176144244105409,1.2413347449336736,1.0,0.008927442350713417,1.0904901524451378,0.22727384396169975,0.12952488687782804,0.08298117341292573,0.24854075452501967,Organic Avocado,Organic Strawberries
frozenset({'Asparagus'}),frozenset({'Bag of Organic Bananas'}),0.09464607980749949,0.27992781231201125,0.0322839382394225,0.34110169491525427,1.2185344932251956,1.0,0.005789868175001146,1.0928426771341824,0.19809056079459092,0.09431751611013474,0.08495520817108687,0.22821560390461854,Asparagus,Bag of Organic Bananas
frozenset({'Organic Zucchini'}),frozenset({'Organic Strawberries'}),0.120312813314618,0.25586524964908763,0.03749749348305594,0.31166666666666665,1.21808908045977,1.0,0.006713625468327131,1.0810674339238435,0.20352914359270025,0.1107164002368265,0.07498832300368272,0.22910919540229885,Organic Zucchini,Organic Strawberries
